quarter_end,zscore,valid,error,diagnostic,model,api_payload,X1_WC/TA,X2_RE/TA,X3_EBIT/TA,X4_MVE/TL,X5_S/TA
2010-12-31,3.820670942010300346664370345,True,,Safe Zone,original,,0.3832036920676879076116395467,0,0.08845578835611986219747362035,4.754601578322875071306332002,0.2161614629601542694949407406
2011-03-31,2.581285524263799366875134758,True,,Grey Zone,original,,0.4233657886028858784481634863,0,0.05724628235081773240947787460,3.140556410304396326310102647,0
2011-06-30,2.250499519028915716486805393,True,,Grey Zone,original,,0.4244921989991168678245510745,0,0,2.901848133716625791828906840,0
2011-09-30,2.579759117529611392983859976,True,,Grey Zone,original,,0.4629521016617790811339198436,0,0.06705767350928641251221896383,3.004877121591385557221389305,0
2011-12-31,3.174486187704486769325106083,True,,Safe Zone,original,,0.4199816469623940913909998842,0,0.07122047700079292249850770204,4.059134395411662025684718008,0
2012-03-31,2.999838830825813191313409911,True,,Safe Zone,original,,0.4295398695025845267350224557,0,0.05401237183289551732903991187,3.843583600623594253409252092,0
2012-06-30,2.486937897837473143105554718,True,,Grey Zone,original,,0.4320571282499525855315780360,-0.007058571298991514871651095480,0,3.297252239593530268813287681,0
2012-09-30,2.678471533438967884463535299,True,,Grey Zone,original,,0.4319882503528176179067248679,0.007647116741606222718172568840,0.04355246315927664183268239850,3.342760901919541855203619910,0
2012-12-31,2.953364301739862601302895727,True,,Grey Zone,original,,0.4481089188160052221350139490,0.03291810107007141580472945144,0.06038870713303233527350155032,3.617109206872582743686171066,0
2013-03-31,2.629084426108311769322282776,True,,Grey Zone,original,,0.4593042764997576525856604899,0.05709705081838857611573021140,0.05676149286007233138212594609,3.017784161207699810160753784,0
2013-06-30,2.627714083124916011884119125,True,,Grey Zone,original,,0.4496844085908264352563697510,0.06947223567903054812505704517,0,3.318052771442135870335659269,0
2013-09-30,2.828390948597058066810689508,True,,Grey Zone,original,,0.4554120886840700255711355270,0.08205243487790485289572034732,0.04449658583190490909601820890,3.366973833503035070090763833,0
2013-12-31,3.368008991420920192441315397,True,,Safe Zone,original,,0.4762704910025204665793946973,0.09343962277668145079879903350,0.05190077046820760308187283041,4.157327312975760852095904621,0
2014-03-31,3.102919871468815759084669298,True,,Safe Zone,original,,0.4810625228191315598998200091,0.1043370762046900121061497960,0.04467105221017300905078818081,3.720264108509534900647790960,0
2014-06-30,2.647473422221168988709704243,True,,Grey Zone,original,,0.3980705865973640245034341934,0.1027357527380731390384258400,0.03760209764247261926860961574,3.169786237084783535108958838,0
2014-09-30,2.952764928409081937813444734,True,,Grey Zone,original,,0.3993080115056349318621209978,0.1063976517187721035507143868,0.03444617343330032536426651577,3.684943716443580001509699821,0
2014-12-31,3.419735328833938700349318141,True,,Safe Zone,original,,0.3943253568814055636896046852,0.1128465867496339677891654466,0.04447291361639824304538799414,4.402998440321083778278634189,0
2015-03-31,2.599471028323433432712380512,True,,Grey Zone,original,,0.4394876700078671971836566053,0.1029301064618554133674433873,0.03732107786261270184454644759,3.008040197201288835484280944,0
2015-06-30,2.345957427452739361762553457,True,,Grey Zone,original,,0.4192649823467375854005227200,0.05213443991012884588931175203,-0.01176693108349763858957311202,3.014470175563360137304135016,0
2015-09-30,2.480850368173424837908669716,True,,Grey Zone,original,,0.4179217564316120673699796409,0.04566907273736812881732370905,0.03350569128262076624097723487,3.008064628984210746875360132,0
2015-12-31,3.197753459792315171657046113,True,,Safe Zone,original,,0.4729036413508201090517384979,0.03903430354584726093571277860,0.03345956090572910304389832202,4.108674190363731392400162605,0
2016-03-31,2.724634123928865506675287833,True,,Grey Zone,original,,0.4622393041144999972507684102,0.02723938659144769037054143367,0.02904838097751678405885554987,3.393253600896055593435640698,0
2016-06-30,2.241313579476484931654501138,True,,Grey Zone,original,,0.4150712262493022101846300163,0.01179523228647631649678499804,0.01591994541732999772572208324,2.790298271498444073070938743,0
2016-09-30,2.393638158748428756973583491,True,,Grey Zone,original,,0.4662955713237093222412527526,0.004441851273267960324480999793,0.03159643146185842540136643391,2.700696204113818307164162305,0.1031789350849786377068001732
2016-12-31,2.424610728860110933990993496,True,,Grey Zone,original,,0.3301812029740438983126307822,0.0005342593829304127153733137438,0.03519433685054093762521704287,2.994204145031161545818062785,0.1149815235296736565602600062
2017-03-31,2.425864949240790334029970281,True,,Grey Zone,original,,0.4191150001999848900305310265,0.002359821702360266113227000627,0.02987774257056133536577236387,2.863116662913727396836845088,0.1031566503864152486256593946
2017-06-30,2.542602128959758696543543935,True,,Grey Zone,original,,0.4272707660839272587810412605,0.07098740771517146601041899709,0.03068969925532934897248234204,2.878210820257486116321547838,0.1022923391607274121895873949
2017-09-30,2.751696059801408135385388316,True,,Grey Zone,original,,0.4392505730699285820383224206,0.07909368639525967795677988896,0.03094376889324239151816360695,3.188736606009916901850109752,0.09850781021048025467990381257
2017-12-31,2.980873032091924716167330194,True,,Grey Zone,original,,0.4278621734901544122529814104,0.03346445158845794775842470596,0.03390194646156490353628668414,3.659586924337012997979092900,0.1129596137545263141447561161
2018-03-31,3.087981382155134616742901202,True,,Safe Zone,original,,0.4502132408950007535733634220,0.04062778771227346973690106193,0.03377638015943168348289388465,3.783568063798057837818330547,0.1092436974789915966386554622
2018-06-30,3.163209893975159442582634231,True,,Safe Zone,original,,0.4294953022623315613796513784,0.05285727531215230560019779948,0.04009689083941154654469032019,3.875448491236054050985067848,0.1162265113116578068982568921
2018-09-30,3.614905005037869689930928057,True,,Safe Zone,original,,0.4189054378753119917397396931,0.06707191627946696478132435884,0.03864233616309356064575982362,4.629837812770350476545568942,0.1128953997958225130910375399
2018-12-31,3.609363648478256374608517889,True,,Safe Zone,original,,0.4116372233532540881329217837,0.06406962863952962809869465616,0.03962775101503134911283749068,4.615818294138462553454366614,0.1254389455263290053658555430
2019-03-31,3.771269598798633824282201806,True,,Safe Zone,original,,0.4027104120692340123290324786,0.06965181688006350629175671621,0.03927742602010779357416600514,4.907955956065339009719921386,0.1161154811779049760522027795
2019-06-30,3.892013499389598142642199366,True,,Safe Zone,original,,0.3703708873658202934155976493,0.08427672078058041011181060595,0.04328996775499378829966917461,5.115102111111997220804880961,0.1176628651991233825151104845
2019-09-30,4.274202269459397955941072632,True,,Safe Zone,original,,0.3863633919449373554874442114,0.09765015862773565628864870678,0.04547686902905486548009535588,5.675477490856030284451745000,0.1184958147371439837966697138
2019-12-31,5.070103080909663807488006454,True,,Safe Zone,original,,0.3799019781183476311378600678,0.1086974971180435228470193851,0.04912056125660374689703459055,6.949069114283232475316327417,0.1305048904856538681867366351
2020-03-31,4.830473459197236347496044607,True,,Safe Zone,original,,0.3916566532024985198757045917,0.1121461276795504626045283045,0.04545470469330773623309242632,6.551321593083130542621147951,0.1226874152650736208569656926
2020-06-30,5.621461663226712808452541565,True,,Safe Zone,original,,0.3637603671953562929995917839,0.1147186793711480828778239095,0.04449555442715333990461682448,7.918804464537217155627926801,0.1262250631407416257620863493
2020-09-30,5.978423688289900501586360336,True,,Safe Zone,original,,0.3555503137863329357709775051,0.1302088697379742924442111488,0.05274401081723980983451882220,8.453301420919688754511314179,0.1234348058644323440785911010
2020-12-31,6.828402131859862625446665801,True,,Safe Zone,original,,0.3501283960846592160769653150,0.1478708608291658035687864351,0.05884519147620973442889224264,9.775676965629869868488392821,0.1416335401480253964496263197
2021-03-31,6.729521894336566152712485816,True,,Safe Zone,original,,0.3024517691393717280876977716,0.1642552585316580279008932300,0.05519313388090482033417616607,9.699102200758140548476263663,0.1350237471631286037574584222
2021-06-30,6.676931168023308654771563050,True,,Safe Zone,original,,0.2868634635492346732418756123,0.1709364579557132114363096540,0,10.15563995104371425145079800,0
2021-09-30,7.591841875149800879707381124,True,,Safe Zone,original,,0.2796450995474303704631236249,0.1995838028966841374046711864,0.06033665456236695705060551312,11.07105570799716528565198430,0.1351060467834165131269043403
2021-12-31,9.332953423574563721333288166,True,,Safe Zone,original,,0.2840221041220485973401020597,0.2204683465094347937213012171,0.06535757618489434147401943071,13.85970650685501083829048836,0.1519673079917388634767868527
2022-03-31,8.291392144026937038509153763,True,,Safe Zone,original,,0.2219426767303043757091411376,0.2310835241303862080572942511,0.05909340204929093140882222358,12.27216690595707908830215265,0.1432356278311235697475675189
2022-06-30,6.201749194563989640924411462,True,,Safe Zone,original,,0.2044786755838175638636114461,0.2310081131454884332858239228,0,9.388272375766207929479873725,0
2022-09-30,6.392041947986497871471668476,True,,Safe Zone,original,,0.2040752229115246925933337780,0.2567484935405687857158739688,0.05980810708647410668623396260,9.085042785923286148492626921,0.1393113645965356991972961555
2022-12-31,6.914635908355059882222252951,True,,Safe Zone,original,,0.2087630845530953060194430424,0.2725756545019640545107419518,0.05595635190590094142948056793,9.921947347532742426246858050,0.1446899207794772762184818627
2023-03-31,7.792051816861150660727565212,True,,Safe Zone,original,,0.2057365662688640525352023742,0.2847603712824398560333396477,0.05880743406790006524804782050,11.35562286877039454167902699,0.1390651638567910589126728547
2023-06-30,7.905120708889197440679347531,True,,Safe Zone,original,,0.1944482202846767772879973591,0.2884828242421888653707982989,0,12.11317815101420149402438847,0
2023-09-30,7.137220188028000723582674525,True,,Safe Zone,original,,0.1857263030384602442881658198,0.2964276501003847146045739538,0.06033177428581042430768195431,10.28912368638118638118638119,0.1267808472694236010632928430
2023-12-31,8.054575040409280559481422592,True,,Safe Zone,original,,0.05605472651617866447919278814,0.3097110239332877137356075128,0.05744669094989353065934486291,12.05389814456067846226699384,0.1318009682122076343405063775
2024-03-31,8.889012258618398669301784742,True,,Safe Zone,original,,0.05917092561044860874503123225,0.3291394352382427339837902018,0.05695317743017913375664653348,13.40255540599323736711621085,0.1277332094367869495637809096
2024-06-30,8.671082752551435788912828546,True,,Safe Zone,original,,0.06725983720026632146406515113,0.3380642490769540165923739122,0,13.52846833200563429987771148,0
2024-09-30,9.011712969390281538282639595,True,,Safe Zone,original,,0.06639605516497677877987736442,0.3612319387854603996458979031,0.05841537399643985904748065536,13.51357307007575757575757576,0.1253984126589587639312980748
2024-12-31,9.044399094985382293509285808,True,,Safe Zone,original,,0.07154550120060386066252355319,0.3811252336588636780808319192,0.05928660530663160378948787971,13.49816908852285653732866788,0.1304219157966502964985821262
2025-03-31,7.890847464213711545851678949,True,,Safe Zone,original,,0.07542870549425548856785348652,0.3905965618245933340916846775,0.05687635081333181663064497782,11.56878591417410575201571866,0.1245343248777158457513365942
