quarter_end,zscore,valid,error,diagnostic,model,api_payload,X1_WC/TA,X2_RE/TA,X3_EBIT/TA,X4_MVE/TL,X5_S/TA
2019-12-28,3.242543291666950452044791737,True,,Safe Zone,original,,0.3587099180825902333027053685,-0.1574521500030322829428935303,0.07719391392206918410992197307,3.557694458671139840126319945,0.6431678088265751565630617590
2020-03-28,1.611566838412796974912746756,True,,Distress Zone,original,,0.3924214808151132319004967341,-0.2971361520710290608988148786,-0.08324324324324324324324324324,2.595684369023870631256059003,0.2739437556224821058395588063
2020-06-27,2.804816384593072402387267034,True,,Grey Zone,original,,0.3557602213990084203602697990,-0.3830146999509794796378686622,-0.08828968024969439738888164957,4.697884093274113329977649056,0.3867501877051570828446794120
2020-10-03,2.572719740602006015291661114,True,,Grey Zone,original,,0.3276290329893597336440982243,-0.2799972060569743802777032318,0,3.591866842141826125215162906,0.4164408842094427921784300246
2021-01-02,4.432119804698525894746020714,True,,Safe Zone,original,,0.4172562473051759368614438633,-0.09017115647788838273063007330,0.1287741596835573552293646777,5.045953131683428216243211635,0.6051253210355623043323397634
2021-04-03,5.870650261833958031884921879,True,,Safe Zone,original,,0.4856327376307610709291166724,-0.07534108058297067784936553574,0.01182406328044064310693837369,8.394560549914928638133291260,0.3176127507187923906262222332
2021-07-03,6.094408220616122729269131985,True,,Safe Zone,original,,0.4711520545190563952705382724,-0.05640910692575763445740145264,0.01543126174939903957022335619,8.679630843880500069420549690,0.3492968347879988709507812024
2021-10-02,4.816644819119407942726537424,True,,Safe Zone,original,,0.4227101415168896491406774124,-0.06137755048278720482190087144,0,6.799341511785549053815452768,0.3157163129037130182191140881
2022-01-01,4.445688433988166944231812608,True,,Safe Zone,original,,0.4087480322245314672884873571,0.03903425477310756638351097037,0.09659054899569693671721509416,5.162900943510205789340042935,0.4840534608444552257778768495
2022-04-02,3.683451028160160780866436886,True,,Safe Zone,original,,0.4460627728380704777484829530,0.05068376186868542713403918185,0.008189321587857426537088036430,4.540282428721100285458220854,0.3260242156657269307332794555
2022-07-02,2.940724669775400048583681297,True,,Grey Zone,original,,0.3364172357488155852094946229,0.04951054913411034161016062997,0.005598320503848845346396081176,3.583647878516539715634127901,0.2990460333164418490544790586
2022-10-01,2.193285820149341500065075597,True,,Grey Zone,original,,0.2791613513431640171391834990,-0.002115470704853970252139873509,0,2.658505680574071272148118654,0.2661504491798974745621800287
2022-12-31,3.402860520664508914570110186,True,,Safe Zone,original,,0.3350951838425686172967374417,0.06021667529777317452097358881,0.07151030554117037804246504402,3.538615419819753766644987716,0.5572896944588296219575349560
2023-04-01,3.767455374731107751780360436,True,,Safe Zone,original,,0.3631634746373151645546436970,0.03967135330275203374453506386,-0.05402486469238227316797781078,5.278738897521885831173166584,0.2871580255142067098228657365
2023-07-01,3.195473976627331442705556320,True,,Safe Zone,original,,0.3413191416257440930208979716,0.01732125573706162934897199929,-0.01995920103114559111096925245,4.128351646877220202394460783,0.3504956239210005792214400177
2023-09-30,2.575819142217710366781218249,True,,Grey Zone,original,,0.3047300998462445659277558990,-0.01275940617077130151330867526,0,3.205902494036564485177342509,0.3044646946193580186801378112
2023-12-30,3.684279741943073146053242292,True,,Safe Zone,original,,0.3449445490499914413643366156,0.06140505770322255155451850918,0.07179794412562275335813836161,3.992177963704465447718205287,0.5521392084613374895269326751
2024-03-30,2.694263984276886951959815338,True,,Grey Zone,original,,0.3021666675669689881862329370,-0.001674562318026393262857667605,-0.07666254328203410705314844725,3.856713568467902810632722521,0.2729666221917319836000929112
2024-06-29,2.897267264387693542678219917,True,,Grey Zone,original,,0.2471894329963947747644638203,0.002246372664797290618610869780,0.01309846478792639721986671592,3.568419950888706579641403303,0.4132181187279225474844059702
2024-09-28,1.959423086311742528417524186,True,,Grey Zone,original,,0.2018231781314661381712779053,-0.05558587031491457058294554693,0,2.991759151658105935713524109,0
2024-12-28,3.222863068347976908583567083,True,,Safe Zone,original,,0.2490771633605056013615537487,-0.0007233254289880189496733620104,0.04990945460017330752746197872,3.647698775216422166405785495,0.5716626626055281987951494648
2025-03-29,2.092831616880461974303768164,True,,Grey Zone,original,,0.2063096930235376392679423059,-0.08942560889093107862121896846,-0.07728566054598840159661086271,3.162662441600100410682133006,0.3279010525412217961114799957
